Program ID,University,degree,Funding Opportunities,link
8305,University of Potsdam,Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8305/
9058,Kiel University of Applied Sciences,Computer Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9058/
4439,University of Stuttgart,Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4439/
7216,Hof University of Applied Sciences,Computer Science (BSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7216/
4870,Deggendorf Institute of Technology,MSc Applied Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4870/
5616,Paderborn University,Master of Science in Computer Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5616/
4455,University of Passau,MSc Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4455/
4591,University of Siegen,Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4591/
7606,University of Bonn,Computer Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7606/
8324,Bingen Technical University of Applied Sciences,Master of Science in Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8324/
9856,University of Regensburg,Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9856/
3629,RPTU University of Kaiserslautern-Landau,Computer Science (Master of Science),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3629/
5625,Paderborn University,Master of Science in Computer Engineering,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5625/
8601,OTH Regensburg,International Computer Science BSc,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8601/
4249,University of Konstanz,Computer and Information Science (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4249/
7715,Saarland University,"Computer Science (BSc, English)",Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7715/
4238,Bauhaus-Universität Weimar,Computer Science for Digital Media,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4238/
8352,University of Cologne,Computational Sciences,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8352/
6910,University of Regensburg,Computational Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6910/
5551,Schmalkalden University of Applied Sciences,Applied Computer Science (MSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5551/
4669,Ulm University of Applied Sciences,Computer Science (CTS),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4669/
3645,Saarland University,Saarbrücken Graduate School of Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3645/
8935,Leibniz University Hannover,Computer Science – Master of Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8935/
6148,Kiel University,MSc Computer Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6148/
3736,University of Freiburg,MSc Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3736/
9952,Hochschule Fresenius - University of Applied Sciences,Computer Science (BSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9952/
9953,Hochschule Fresenius - University of Applied Sciences,Computer Science (MSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9953/
3690,University of Wuppertal,Computer Simulation in Science (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3690/
7051,Westsächsische Hochschule Zwickau - University of Applied Sciences Zwickau,Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7051/
8900,Westsächsische Hochschule Zwickau - University of Applied Sciences Zwickau,Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8900/
5244,University of Bayreuth,Scientific Computing,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5244/
3663,Constructor University,BSc in Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3663/
4288,TU Bergakademie Freiberg,Computational Materials Science (CMS),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4288/
5245,University of Bayreuth,Computer Science (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5245/
7670,Otto von Guericke University Magdeburg,Visual Computing,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7670/
7744,Deggendorf Institute of Technology,MSc High Performance Computing / Quantum Computing,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7744/
4700,University of Göttingen,Applied Computer Science (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4700/
3981,SRH University,Applied Computer Science (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3981/
3624,Saarland University,Computer Science (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3624/
9042,Philipps-Universität Marburg,Computer Science (MSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9042/
7631,Technische Hochschule Ingolstadt,Computer Science and Artificial Intelligence,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7631/
7618,University of Rostock,Computer Science International,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7618/
9673,Ruhr-Universität Bochum,Computer Science MSc,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9673/
3607,Technical University of Munich,Informatics (Computer Science) (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3607/
3819,RPTU University of Kaiserslautern-Landau,PhD in Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3819/
8293,University of Tübingen,Computational Linguistics / Computerlinguistik,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8293/
8294,University of Tübingen,Computational Linguistics / Computerlinguistik,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8294/
4443,Heidelberg University,Master of Science in Scientific Computing,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4443/
9583,University of Bayreuth,Philosophy and Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9583/
4490,Rhine-Waal University of Applied Sciences,"Information Engineering and Computer Science, MSc",Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4490/
4195,University of Tübingen,Computational Neuroscience,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4195/
8430,Constructor University,BSc Applied Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8430/
3591,Technical University of Munich,Computational Science and Engineering (CSE),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3591/
3685,Technische Universität Braunschweig,Computational Sciences in Engineering (CSE),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3685/
3590,RPTU University of Kaiserslautern-Landau,Embedded Computing Systems (ESY),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3590/
9665,Otto von Guericke University Magdeburg,Bilingual Bachelor's (BiBa) in Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9665/
4073,University of Göttingen,PhD Programme in Computer Science (PCS),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4073/
4842,Saarland University,Saarbrücken Graduate School of Computer Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4842/
4593,University of Rostock,Computational Science and Engineering (CSE),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4593/
4239,University of Stuttgart,Computational Linguistics,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4239/
3664,Constructor University,BSc in Electrical and Computer Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3664/
4644,Julius-Maximilians-Universität Würzburg,"Molecular and Computational Biology, Master of Science",No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4644/
8440,Constructor University,MSc in Computer Science and Software Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8440/
3827,Saarland University,Visual Computing (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3827/
8357,Anhalt University of Applied Sciences,Electrical and Computer Engineering (M Eng),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8357/
5300,Leibniz University Hannover,Computational Methods in Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5300/
9645,Hochschule für Technik und Wirtschaft Dresden – University of Applied Sciences,Computer and Geoscience in Archaeology,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9645/
9655,Hochschule München University of Applied Sciences,Engineering Physics and Data Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9655/
4131,RPTU University of Kaiserslautern-Landau,European Master's in Embedded Computing Systems (EMECS),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4131/
4092,Technische Universität Ilmenau,Research in Computer & Systems Engineering (RCSE),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4092/
9725,Hochschule Bielefeld – University of Applied Sciences and Arts (HSBI),MSc Data Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9725/
8408,University of Göttingen,Computational Biology and Bioinformatics,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8408/
4686,University of Siegen,Human Computer Interaction (HCI),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4686/
4660,Bauhaus-Universität Weimar,Human-Computer Interaction (HCI),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4660/
3815,Technische Hochschule Mittelhessen University of Applied Sciences,"Control, Computer and Communications Engineering (CCCE)",No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3815/
3727,FAU Erlangen-Nürnberg,"Computational Engineering (CE), MSc",Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3727/
9061,Otto von Guericke University Magdeburg,Computational Methods in Engineering (CoME),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9061/
5202,Dresden University of Technology,Computational Modelling and Simulation,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5202/
3903,Frankfurt University of Applied Sciences,High Integrity Systems (HIS),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3903/
4232,Max Planck Institute for Molecular Genetics,IMPRS for Biology and Computation (IMPRS-BAC),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4232/
9954,Hochschule Fresenius - University of Applied Sciences,Computer Science (MSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9954/
8958,Technische Universität Braunschweig,Quantum Technologies (QTEC),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8958/
5226,RWTH Aachen University,Computer Engineering – Master's Study Programme,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5226/
4077,Heidelberg University,Graduate School of Mathematical and Computational Methods,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4077/
3885,Technische Universität Berlin,Master's Programme in Computational Neuroscience,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3885/
6916,Chemnitz University of Technology,Data Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6916/
3889,Max Planck Institute for Informatics,IMPRS on Trustworthy Computing (IMPRS-TRUST),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3889/
5351,Trier University,MSc Data Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5351/
6236,Hof University of Applied Sciences,Applied Research in Computer Science (MSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6236/
9040,Hamburg University of Technology,Data Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9040/
4121,Technische Universität Berlin,Doctoral Programme in Computational Neuroscience,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4121/
3785,University of Stuttgart,Computational Mechanics of Materials and Structures (COMMAS),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3785/
6972,Hochschule München University of Applied Sciences,Entrepreneurship and Digital Transformation,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6972/
8951,TU Dortmund University,Master of Science in Data Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8951/
4770,Chemnitz University of Technology,Advanced and Computational Mathematics,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4770/
3771,Offenburg University of Applied Sciences,MSc in Communication and Media Engineering (CME),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3771/
9688,SRH University,Computer Science (BSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9688/
9692,SRH University,Computer Science (BSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9692/
6296,Saarland University,Data Science and Artificial Intelligence (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6296/
6487,Furtwangen University,International Business Information Systems (BSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6487/
4157,RWTH Aachen University,Computer-Aided Mechanical Engineering (CAME),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4157/
8953,Fulda University of Applied Sciences,Data Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8953/
8353,Technische Hochschule Köln (University of Applied Sciences),Digital Sciences (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8353/
9584,Friedrich Schiller University Jena,MSc Quantum Science and Technology,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9584/
5367,University of Passau,MSc Computational Mathematics,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5367/
6318,RWTH Aachen University,Advanced Computational Methods in Civil Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6318/
7124,Deggendorf Institute of Technology,MSc Artificial Intelligence and Data Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7124/
5576,Offenburg University of Applied Sciences,MSc in Enterprise and IT Security (ENITS),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5576/
4521,University of Bamberg,MSc in International Software Systems Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4521/
4132,Dresden University of Technology,Advanced Computational and Civil Engineering Studies – ACCESS,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4132/
4384,University of Koblenz,Web and Data Science (MSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4384/
7962,Catholic University of Eichstätt-Ingolstadt,Data Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7962/
7708,Trier University,MSc Natural Language Processing,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7708/
6399,Deggendorf Institute of Technology,MSc Life Science Informatics,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6399/
6249,University of Duisburg-Essen,Computational Mechanics,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6249/
7800,SRH University,Computer Science – General | Healthcare Management (BSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7800/
3696,RWTH Aachen University,Software Systems Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3696/
9890,Furtwangen University,AI Data Science for Digital Business Management,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9890/
4022,Hamburg University of Applied Sciences,BSc Information Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4022/
3748,Hamburg University of Technology,Engineering Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3748/
7658,University of Münster,Data Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7658/
6529,HTW Berlin University of Applied Sciences,Professional IT Business & Digitalisation,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6529/
3622,University of Bonn,Life Science Informatics (b-it),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3622/
4486,RPTU University of Kaiserslautern-Landau,Master of Science in Cognitive Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4486/
7169,Hertie School,Master of Data Science for Public Policy (MDS),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7169/
3595,Technical University of Munich,Computational Mechanics,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3595/
7025,Technical University of Darmstadt,Cognitive Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7025/
7660,Technische Universität Braunschweig,Data Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7660/
9965,University of Augsburg,Data Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9965/
7636,RWTH Aachen University,Data Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7636/
5461,Berlin International University of Applied Sciences,BA Data Science & Business,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5461/
3960,Heilbronn University of Applied Sciences,Software Engineering (SEM),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3960/
9077,SRH University,Computer Science – Cyber Security or Big Data & AI (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9077/
9691,SRH University,Computer Science – Cyber Security or Big Data & AI (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9691/
7973,TU Bergakademie Freiberg,Mathematics for Data and Resource Sciences,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7973/
4556,Leuphana University Lüneburg,Management & Data Science (MSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4556/
5664,South Westphalia University of Applied Sciences,MA International Management & Information Systems – Online,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5664/
3739,Saarland University,Master's Programme in Language Science and Technology (LST),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3739/
7666,Rosenheim Technical University of Applied Sciences,Applied Artificial Intelligence,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7666/
3789,Trier University,Master of Science in Environmental Sciences (MSc ES) (and DigES),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3789/
8429,Constructor University,MSc in Data Science for Society and Business,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8429/
7126,Technical University of Applied Sciences Augsburg,International Information Systems BSc,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7126/
4350,Universität Hamburg,MSc Intelligent Adaptive Systems (IAS),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4350/
9740,Frankfurt School of Finance & Management,Bachelor's in Computational Business Analytics (BSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9740/
7861,Hochschule München University of Applied Sciences,Photonics (MSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7861/
9858,University of Regensburg,Data Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9858/
5253,University of Potsdam,Data Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5253/
8336,University of Siegen,Quantum Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8336/
4354,Technische Hochschule Köln (University of Applied Sciences),Communication Systems and Networks (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4354/
6937,Heinrich Heine University Düsseldorf,Artificial Intelligence and Data Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6937/
9973,University of Passau,BSc Artificial Intelligence,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9973/
4001,University of Augsburg,Master of Science in Software Engineering,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4001/
3877,University of Münster,Geoinformatics and Spatial Data Science (MSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3877/
4774,Offenburg University of Applied Sciences,MSc in Renewable Energy and Data Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4774/
4569,FAU Erlangen-Nürnberg,MSc Integrated Life Sciences,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4569/
4309,Hochschule Niederrhein - University of Applied Sciences,"Textile and Clothing Management, Bachelor of Science",Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4309/
4667,HTW Berlin University of Applied Sciences,Master's in Project Management & Data Science,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4667/
7641,University of Göttingen,Applied Data Science (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7641/
4356,Ruhr-Universität Bochum,Cognitive Science (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4356/
9046,Philipps-Universität Marburg,Data Science (MSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9046/
4581,Ulm University,Master of Science in Cognitive Systems,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4581/
5252,University of Potsdam,Digital Health,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5252/
4850,Technical University of Munich,Mathematics in Data Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4850/
8927,University of Konstanz,Social and Economic Data Science (SEDS) – Master of Science,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8927/
6564,Hochschule Hannover - University of Applied Sciences and Arts,"Health Information Management, Bachelor of Science (Bilingual)",No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6564/
4886,SRH University,Applied Data Science and Analytics (MSc),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4886/
5213,University of Stuttgart,PHYSICS MSc,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5213/
4318,Hochschule Niederrhein - University of Applied Sciences,"Management of Textile Trade and Technology, MSc",Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4318/
4319,Rhine-Waal University of Applied Sciences,"Infotronic Systems Engineering, BSc",Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4319/
5453,University of Cologne,Information Systems – MSc,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5453/
4010,University of Münster,Master of Science in Information Systems,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4010/
4874,RWTH Aachen University,MSc Data Analytics and Decision Science (DDS),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4874/
3987,Paderborn University,Master of Science in Physics,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3987/
9961,University of Bayreuth,"Data, Science and AI",Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9961/
4724,Freie Universität Berlin,Master of Science in Bioinformatics,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4724/
3847,Ruhr-Universität Bochum,Computational Engineering (CompEng),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3847/
4427,Otto von Guericke University Magdeburg,Digital Engineering (DigiEng),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4427/
6114,Ulm University,Master of Science in Biophysics,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6114/
7758,Deutsches Elektronen-Synchrotron DESY,DASHH Data Science in Hamburg,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7758/
3611,Osnabrück University,Cognitive Science (BSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3611/
3614,Osnabrück University,Cognitive Science (MSc),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3614/
8897,Bielefeld University,Informatics in the Natural Sciences,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8897/
7017,Julius-Maximilians-Universität Würzburg,International Master of Science in Physics,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7017/
9130,Aalen University,Master of Science in Applied Photonics,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9130/
6892,Heidelberg University,Master of Science in Biomedical Engineering,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6892/
4653,Constructor University,MSc in Data Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4653/
4415,Ludwig-Maximilians-Universität München,MSc Epidemiology,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4415/
4457,Carl von Ossietzky University of Oldenburg,Biomedical Engineering and Science of Hearing and Sensory Systems,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4457/
4303,Constructor University,BSc in Robotics and Intelligent Systems,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4303/
7784,University of Passau,MSc AI Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7784/
4360,University of Freiburg,MSc Embedded Systems Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4360/
4800,Ludwig-Maximilians-Universität München,MSc Management and Digital Technologies,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4800/
7662,University of Potsdam,Data Science and Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7662/
3667,Hof University of Applied Sciences,Software Engineering for Industrial Applications (MEng),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3667/
4258,Technical University of Darmstadt,MSc Artificial Intelligence and Machine Learning,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4258/
9737,Aalen University,MSc in Machine Learning & Data Analytics,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9737/
8382,Westsächsische Hochschule Zwickau - University of Applied Sciences Zwickau,Internet of Things (IoT) and Smart Systems,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8382/
4234,Ruhr-Universität Bochum,Materials Science and Simulation,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4234/
4489,Rhine-Waal University of Applied Sciences,"Design and Interaction, MA",Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4489/
4117,Max Planck Institute of Molecular Plant Physiology,IMPRS for Molecular Plant Science (IMPRS MolPlant),No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4117/
9262,Technical University of Applied Sciences Würzburg-Schweinfurt (THWS),BSc in Applied Mathematics,No,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9262/
4876,Hamm-Lippstadt University of Applied Sciences,Electronic Engineering,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4876/
9269,OTH Regensburg,Mathematics for Business and Industry MSc,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9269/
8335,University of Cologne,Digital and Computational Archaeology,Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8335/
4789,FAU Erlangen-Nürnberg,MSc Computational and Applied Mathematics (CAM),Yes,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4789/
